# GRID: NUMBER OF POINTS: 10001 STRETCHING COEFFICIENT ALPHA:   9.99999975E-05
 #I        YPAD              YHAD
***        0.00980160        0.00000329
***        0.00980490        0.00000329
***        0.00980819        0.00000329
***        0.00981148        0.00000329
***        0.00981478        0.00000329
***        0.00981807        0.00000329
***        0.00982136        0.00000329
***        0.00982466        0.00000329
***        0.00982795        0.00000329
***        0.00983125        0.00000330
***        0.00983454        0.00000330
***        0.00983784        0.00000330
***        0.00984114        0.00000330
***        0.00984443        0.00000330
***        0.00984773        0.00000330
***        0.00985103        0.00000330
***        0.00985432        0.00000330
***        0.00985762        0.00000330
***        0.00986092        0.00000330
***        0.00986422        0.00000330
***        0.00986752        0.00000330
***        0.00987082        0.00000330
***        0.00987412        0.00000330
***        0.00987742        0.00000330
***        0.00988072        0.00000330
***        0.00988402        0.00000330
***        0.00988732        0.00000330
***        0.00989062        0.00000330
***        0.00989392        0.00000330
***        0.00989722        0.00000330
***        0.00990052        0.00000330
***        0.00990383        0.00000330
***        0.00990713        0.00000330
***        0.00991043        0.00000330
***        0.00991374        0.00000330
***        0.00991704        0.00000330
***        0.00992034        0.00000330
***        0.00992365        0.00000330
***        0.00992695        0.00000330
***        0.00993026        0.00000331
***        0.00993356        0.00000331
***        0.00993687        0.00000331
***        0.00994018        0.00000331
***        0.00994348        0.00000331
***        0.00994679        0.00000331
***        0.00995010        0.00000331
***        0.00995340        0.00000331
***        0.00995671        0.00000331
***        0.00996002        0.00000331
***        0.00996333        0.00000331
***        0.00996664        0.00000331
***        0.00996994        0.00000331
***        0.00997325        0.00000331
***        0.00997656        0.00000331
***        0.00997987        0.00000331
***        0.00998318        0.00000331
***        0.00998650        0.00000331
***        0.00998981        0.00000331
***        0.00999312        0.00000331
***        0.00999643        0.00000331
***        0.00999974        0.00000331
***        0.01000305        0.00000331
***        0.01000637        0.00000331
***        0.01000968        0.00000331
***        0.01001299        0.00000331
***        0.01001631        0.00000331
***        0.01001962        0.00000331
***        0.01002294        0.00000331
***        0.01002625        0.00000331
***        0.01002956        0.00000332
***        0.01003288        0.00000332
***        0.01003620        0.00000332
***        0.01003951        0.00000332
***        0.01004283        0.00000332
***        0.01004614        0.00000332
***        0.01004946        0.00000332
***        0.01005278        0.00000332
***        0.01005610        0.00000332
***        0.01005942        0.00000332
***        0.01006273        0.00000332
***        0.01006605        0.00000332
***        0.01006937        0.00000332
***        0.01007269        0.00000332
***        0.01007601        0.00000332
***        0.01007933        0.00000332
***        0.01008265        0.00000332
***        0.01008597        0.00000332
***        0.01008929        0.00000332
***        0.01009261        0.00000332
***        0.01009594        0.00000332
***        0.01009926        0.00000332
***        0.01010258        0.00000332
***        0.01010590        0.00000332
***        0.01010923        0.00000332
***        0.01011255        0.00000332
***        0.01011587        0.00000332
***        0.01011920        0.00000332
***        0.01012252        0.00000332
***        0.01012585        0.00000332
***        0.01012917        0.00000332
***        0.01013250        0.00000333
***        0.01013582        0.00000333
***        0.01013915        0.00000333
***        0.01014247        0.00000333
***        0.01014580        0.00000333
***        0.01014913        0.00000333
***        0.01015245        0.00000333
***        0.01015578        0.00000333
***        0.01015911        0.00000333
***        0.01016244        0.00000333
***        0.01016577        0.00000333
***        0.01016910        0.00000333
***        0.01017243        0.00000333
***        0.01017575        0.00000333
***        0.01017908        0.00000333
***        0.01018242        0.00000333
***        0.01018575        0.00000333
***        0.01018908        0.00000333
***        0.01019241        0.00000333
***        0.01019574        0.00000333
***        0.01019907        0.00000333
***        0.01020240        0.00000333
***        0.01020574        0.00000333
***        0.01020907        0.00000333
***        0.01021240        0.00000333
***        0.01021574        0.00000333
***        0.01021907        0.00000333
***        0.01022240        0.00000333
***        0.01022574        0.00000333
***        0.01022907        0.00000333
